Gender,Ever_Married,Age,Graduated,Work_Experience,Spending_Score,Family_Size,Profession_Artist,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing
0,0,26,0,2,0,4,0,0,1,0,0,0,0,0,0
1,1,61,1,1,1,3,1,0,0,0,0,0,0,0,0
1,0,42,1,3,0,1,1,0,0,0,0,0,0,0,0
1,1,88,1,4,0,2,1,0,0,0,0,0,0,0,0
1,1,45,0,3,1,3,1,0,0,0,0,0,0,0,0
0,1,86,1,1,0,1,0,0,0,0,0,0,0,1,0
1,0,18,0,1,0,5,0,0,0,0,0,1,0,0,0
1,0,37,1,2,0,1,0,0,0,1,0,0,0,0,0
1,1,46,1,1,0,1,1,0,0,0,0,0,0,0,0
1,1,58,0,2,1,2,1,0,0,0,0,0,0,0,0
0,1,72,1,8,2,2,0,0,0,0,0,0,0,1,0
0,1,50,1,0,2,3,1,0,0,0,0,0,0,0,0
1,0,46,0,3,0,3,1,0,0,0,0,0,0,0,0
1,1,57,1,2,0,1,1,0,0,0,0,0,0,0,0
1,1,42,0,9,2,6,0,0,0,0,1,0,0,0,0
1,0,20,0,2,0,4,0,0,0,0,0,1,0,0,0
1,0,19,0,2,0,3,0,0,0,0,0,1,0,0,0
1,0,19,0,4,0,4,0,0,0,0,0,1,0,0,0
1,1,68,1,1,0,1,0,0,0,0,1,0,0,0,0
0,1,40,1,0,0,2,1,0,0,0,0,0,0,0,0
1,1,82,0,2,2,2,0,0,0,0,0,0,0,1,0
0,0,23,0,1,0,3,0,0,0,0,0,1,0,0,0
0,1,84,0,1,2,2,0,0,0,0,0,0,0,1,0
1,1,51,0,0,0,4,1,0,0,0,0,0,0,0,0
0,1,41,1,1,1,5,1,0,0,0,0,0,0,0,0
1,1,51,0,1,2,2,0,0,0,0,1,0,0,0,0
0,1,62,0,2,1,3,1,0,0,0,0,0,0,0,0
0,1,62,0,1,2,4,0,0,0,0,0,0,0,1,0
0,1,38,1,8,0,1,1,0,0,0,0,0,0,0,0
1,0,18,0,2,0,4,1,0,0,0,0,0,0,0,0
1,0,22,0,3,0,4,0,0,0,0,0,1,0,0,0
0,1,62,1,1,0,1,0,0,0,1,0,0,0,0,0
0,0,43,0,1,0,3,0,0,0,1,0,0,0,0,0
0,0,32,1,2,0,1,0,0,1,0,0,0,0,0,0
1,1,37,1,1,2,2,1,0,0,0,0,0,0,0,0
1,0,48,1,1,0,1,1,0,0,0,0,0,0,0,0
0,0,31,1,4,0,2,0,0,1,0,0,0,0,0,0
1,1,46,0,4,2,4,1,0,0,0,0,0,0,0,0
0,1,49,0,1,1,4,0,0,1,0,0,0,0,0,0
1,1,43,0,2,1,4,0,1,0,0,0,0,0,0,0
1,0,42,1,8,0,1,1,0,0,0,0,0,0,0,0
1,1,37,1,2,0,2,0,1,0,0,0,0,0,0,0
1,1,72,1,2,2,2,0,0,0,1,0,0,0,0,0
0,0,39,1,1,0,1,0,0,1,0,0,0,0,0,0
1,0,20,0,0,0,5,0,0,0,0,0,1,0,0,0
1,1,72,1,1,0,1,0,0,0,0,1,0,0,0,0
1,1,70,1,0,0,1,0,0,0,0,0,1,0,0,0
1,0,45,1,2,0,1,1,0,0,0,0,0,0,0,0
1,0,33,0,7,0,5,0,0,0,0,1,0,0,0,0
1,1,50,0,0,1,3,0,0,0,1,0,0,0,0,0
1,0,31,1,6,0,1,0,0,0,1,0,0,0,0,0
0,1,68,0,2,2,2,1,0,0,0,0,0,0,0,0
0,0,49,1,2,0,1,1,0,0,0,0,0,0,0,0
1,1,49,1,0,2,2,0,0,0,0,0,0,0,0,1
0,0,18,0,1,0,3,0,0,0,0,0,1,0,0,0
0,1,85,0,2,1,2,0,0,0,1,0,0,0,0,0
0,0,38,1,2,0,4,0,0,0,1,0,0,0,0,0
1,1,28,0,0,0,4,1,0,0,0,0,0,0,0,0
1,1,46,0,3,1,2,1,0,0,0,0,0,0,0,0
1,1,59,1,9,1,3,0,0,0,0,0,0,1,0,0
0,1,56,1,0,0,2,1,0,0,0,0,0,0,0,0
1,1,69,1,0,0,1,1,0,0,0,0,0,0,0,0
1,1,66,1,0,0,2,1,0,0,0,0,0,0,0,0
1,0,18,0,4,0,6,0,0,0,0,0,1,0,0,0
1,0,36,1,4,0,1,1,0,0,0,0,0,0,0,0
1,0,31,1,1,0,2,0,0,0,0,0,0,0,0,1
1,1,67,0,1,2,2,0,0,0,0,1,0,0,0,0
0,0,39,1,7,0,1,1,0,0,0,0,0,0,0,0
1,0,42,1,4,0,3,0,0,0,1,0,0,0,0,0
1,1,50,1,0,0,2,1,0,0,0,0,0,0,0,0
0,1,37,1,0,1,2,1,0,0,0,0,0,0,0,0
0,0,59,1,0,0,1,1,0,0,0,0,0,0,0,0
1,1,50,1,8,0,2,1,0,0,0,0,0,0,0,0
1,1,48,1,8,0,3,1,0,0,0,0,0,0,0,0
1,1,55,1,9,0,1,1,0,0,0,0,0,0,0,0
0,0,33,1,1,0,3,0,1,0,0,0,0,0,0,0
1,0,38,1,13,0,1,1,0,0,0,0,0,0,0,0
1,0,43,1,0,0,2,1,0,0,0,0,0,0,0,0
0,0,53,1,0,0,2,1,0,0,0,0,0,0,0,0
1,0,37,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,36,1,5,0,1,1,0,0,0,0,0,0,0,0
1,0,36,1,5,0,1,1,0,0,0,0,0,0,0,0
1,1,62,1,1,0,1,1,0,0,0,0,0,0,0,0
0,0,38,0,2,0,2,1,0,0,0,0,0,0,0,0
1,0,55,1,1,0,1,0,0,0,1,0,0,0,0,0
1,1,60,0,1,1,2,0,0,0,1,0,0,0,0,0
0,1,36,1,7,1,2,0,0,0,1,0,0,0,0,0
1,0,30,0,5,0,9,0,0,0,1,0,0,0,0,0
0,0,66,0,4,0,3,0,0,0,1,0,0,0,0,0
1,1,45,1,1,0,1,0,0,0,1,0,0,0,0,0
0,0,40,1,6,0,2,0,0,0,1,0,0,0,0,0
0,1,62,1,4,0,1,0,0,0,0,0,0,1,0,0
1,1,61,1,1,0,2,1,0,0,0,0,0,0,0,0
0,1,50,1,4,0,2,1,0,0,0,0,0,0,0,0
1,1,53,1,3,0,2,0,0,0,1,0,0,0,0,0
1,0,39,1,7,0,1,1,0,0,0,0,0,0,0,0
0,0,86,1,0,0,1,0,0,0,0,0,0,0,1,0
1,1,50,1,1,0,1,1,0,0,0,0,0,0,0,0
0,0,46,0,4,0,2,0,0,0,1,0,0,0,0,0
1,0,52,1,0,0,1,0,0,0,0,0,0,0,0,1
0,0,45,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,37,1,9,0,1,1,0,0,0,0,0,0,0,0
0,1,36,1,3,0,1,0,0,1,0,0,0,0,0,0
0,0,25,1,2,0,1,1,0,0,0,0,0,0,0,0
0,0,40,0,1,0,1,0,1,0,0,0,0,0,0,0
1,1,41,1,11,2,2,1,0,0,0,0,0,0,0,0
0,1,25,1,2,2,2,0,0,0,0,0,0,1,0,0
1,1,80,0,4,1,2,0,0,0,0,0,0,0,1,0
0,0,46,1,3,0,1,1,0,0,0,0,0,0,0,0
0,1,81,1,1,0,1,0,0,0,0,0,0,0,1,0
0,0,26,1,8,0,3,0,0,0,0,0,1,0,0,0
1,0,26,1,1,0,1,1,0,0,0,0,0,0,0,0
0,0,47,1,0,0,1,1,0,0,0,0,0,0,0,0
0,1,71,1,0,0,2,0,0,0,1,0,0,0,0,0
1,1,48,1,1,1,5,0,0,1,0,0,0,0,0,0
1,1,39,1,1,1,3,1,0,0,0,0,0,0,0,0
1,1,50,1,8,1,2,1,0,0,0,0,0,0,0,0
0,0,46,1,1,0,2,1,0,0,0,0,0,0,0,0
1,1,26,1,8,1,2,0,0,1,0,0,0,0,0,0
0,1,36,1,4,0,2,1,0,0,0,0,0,0,0,0
1,0,29,1,1,0,4,0,0,0,0,0,1,0,0,0
0,0,39,0,1,0,1,1,0,0,0,0,0,0,0,0
0,0,41,1,0,0,3,1,0,0,0,0,0,0,0,0
0,1,48,1,8,0,2,0,0,0,0,0,0,0,0,1
1,1,40,1,9,2,3,0,0,0,1,0,0,0,0,0
0,0,25,1,4,0,3,0,0,0,0,0,1,0,0,0
0,1,41,1,7,0,2,1,0,0,0,0,0,0,0,0
1,0,37,1,11,0,1,1,0,0,0,0,0,0,0,0
0,0,53,1,0,0,2,0,1,0,0,0,0,0,0,0
0,1,51,1,0,1,3,0,0,1,0,0,0,0,0,0
1,1,73,1,1,1,3,0,0,0,1,0,0,0,0,0
1,0,39,1,5,0,1,0,0,0,1,0,0,0,0,0
0,0,19,0,0,0,4,0,0,0,0,0,1,0,0,0
0,0,19,0,0,0,7,0,0,0,0,0,1,0,0,0
0,0,23,0,1,0,5,0,0,0,1,0,0,0,0,0
1,1,83,1,0,2,2,0,0,0,0,1,0,0,0,0
0,1,62,1,1,2,2,1,0,0,0,0,0,0,0,0
0,0,43,1,9,0,4,1,0,0,0,0,0,0,0,0
0,0,27,0,0,0,5,1,0,0,0,0,0,0,0,0
1,0,50,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,23,0,0,0,6,0,0,0,1,0,0,0,0,0
1,0,35,0,9,0,2,0,0,0,1,0,0,0,0,0
1,0,32,0,9,0,3,0,0,0,0,0,1,0,0,0
0,0,42,1,2,0,3,0,1,0,0,0,0,0,0,0
1,0,33,0,13,0,1,0,0,0,1,0,0,0,0,0
0,0,28,1,9,0,3,0,0,0,1,0,0,0,0,0
0,0,35,1,9,0,2,0,0,0,0,0,1,0,0,0
0,1,39,1,0,0,2,0,0,0,1,0,0,0,0,0
1,1,35,1,11,0,6,0,0,0,1,0,0,0,0,0
0,1,45,1,0,1,2,0,0,1,0,0,0,0,0,0
1,0,52,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0,28,0,0,0,3,0,0,0,0,0,1,0,0,0
1,1,38,1,9,0,3,0,0,0,0,0,1,0,0,0
0,0,42,1,8,0,1,0,0,0,1,0,0,0,0,0
0,0,26,0,9,0,2,0,1,0,0,0,0,0,0,0
0,0,27,1,7,0,2,0,0,0,0,0,1,0,0,0
1,1,41,1,0,0,2,1,0,0,0,0,0,0,0,0
1,1,41,1,1,0,2,1,0,0,0,0,0,0,0,0
1,1,47,1,0,2,4,0,0,0,0,1,0,0,0,0
1,0,35,1,8,0,1,0,1,0,0,0,0,0,0,0
0,0,88,1,0,0,1,0,0,0,0,0,0,0,1,0
0,0,46,1,6,0,1,1,0,0,0,0,0,0,0,0
0,1,41,1,3,0,2,1,0,0,0,0,0,0,0,0
0,0,30,1,10,0,5,0,1,0,0,0,0,0,0,0
1,1,43,1,12,0,2,0,1,0,0,0,0,0,0,0
0,0,29,1,9,0,2,0,0,0,1,0,0,0,0,0
0,1,61,1,4,1,6,1,0,0,0,0,0,0,0,0
0,0,51,1,2,0,1,0,0,0,0,0,0,0,1,0
0,0,38,1,2,0,1,1,0,0,0,0,0,0,0,0
0,0,43,1,9,0,1,0,0,0,0,0,1,0,0,0
1,0,27,0,14,0,4,0,0,0,0,0,1,0,0,0
0,0,35,0,14,0,6,0,1,0,0,0,0,0,0,0
0,1,39,0,4,1,2,0,1,0,0,0,0,0,0,0
0,1,52,0,9,0,2,0,0,1,0,0,0,0,0,0
0,0,38,1,10,0,1,0,0,1,0,0,0,0,0,0
0,0,30,1,12,0,2,0,0,0,1,0,0,0,0,0
0,0,43,1,10,0,1,1,0,0,0,0,0,0,0,0
0,0,42,0,10,0,4,0,0,0,1,0,0,0,0,0
0,0,46,1,2,0,1,1,0,0,0,0,0,0,0,0
0,0,47,1,11,0,2,1,0,0,0,0,0,0,0,0
0,0,32,0,13,0,5,0,0,0,1,0,0,0,0,0
0,1,53,1,11,1,2,1,0,0,0,0,0,0,0,0
0,1,43,1,12,1,2,1,0,0,0,0,0,0,0,0
0,0,39,1,0,0,2,1,0,0,0,0,0,0,0,0
0,0,37,1,3,0,1,1,0,0,0,0,0,0,0,0
1,0,30,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,49,1,0,0,1,1,0,0,0,0,0,0,0,0
1,1,55,1,0,0,3,0,0,0,0,0,1,0,0,0
0,1,59,1,1,0,2,0,1,0,0,0,0,0,0,0
0,1,46,1,2,0,2,1,0,0,0,0,0,0,0,0
0,1,27,1,9,2,2,0,0,0,0,1,0,0,0,0
0,0,25,1,1,0,2,1,0,0,0,0,0,0,0,0
0,0,37,1,1,0,1,0,1,0,0,0,0,0,0,0
1,0,38,1,9,0,3,1,0,0,0,0,0,0,0,0
1,0,29,1,9,0,3,0,0,0,1,0,0,0,0,0
1,0,28,1,11,0,2,1,0,0,0,0,0,0,0,0
0,1,27,1,8,0,2,0,0,0,0,0,0,0,0,1
0,0,42,0,3,0,2,0,0,0,1,0,0,0,0,0
0,0,43,1,14,0,2,1,0,0,0,0,0,0,0,0
0,1,40,1,8,1,2,0,0,0,0,0,1,0,0,0
1,0,41,1,9,0,3,1,0,0,0,0,0,0,0,0
1,1,46,0,8,0,1,0,0,0,1,0,0,0,0,0
0,0,32,1,9,0,3,0,0,0,0,0,1,0,0,0
0,0,56,1,1,0,1,0,0,0,1,0,0,0,0,0
1,0,28,1,12,0,1,0,0,0,0,0,0,0,0,1
0,0,25,1,0,0,3,1,0,0,0,0,0,0,0,0
1,1,42,1,6,0,7,1,0,0,0,0,0,0,0,0
0,0,41,1,5,0,2,0,0,0,1,0,0,0,0,0
1,1,36,1,3,0,2,0,0,0,0,0,1,0,0,0
0,0,42,1,2,0,1,1,0,0,0,0,0,0,0,0
0,0,42,1,8,0,4,1,0,0,0,0,0,0,0,0
0,0,55,1,1,0,2,0,0,0,1,0,0,0,0,0
1,1,52,1,1,2,2,0,0,0,1,0,0,0,0,0
0,0,47,1,1,0,1,0,0,1,0,0,0,0,0,0
0,0,26,1,8,0,1,1,0,0,0,0,0,0,0,0
0,0,28,0,5,0,2,1,0,0,0,0,0,0,0,0
0,0,37,1,0,0,1,0,1,0,0,0,0,0,0,0
1,0,25,0,2,0,1,0,0,0,0,0,0,0,0,1
1,1,50,1,1,2,4,0,0,0,0,1,0,0,0,0
0,0,42,1,5,0,1,0,1,0,0,0,0,0,0,0
1,0,48,1,2,0,1,1,0,0,0,0,0,0,0,0
0,0,37,1,9,0,2,0,0,0,1,0,0,0,0,0
